May 14, 2020 9:00:29 AM org.apache.karaf.main.Main launch
INFO: Installing and starting initial bundles
May 14, 2020 9:00:29 AM org.apache.karaf.main.Main launch
INFO: All initial bundles installed and set to start
May 14, 2020 9:00:29 AM org.apache.karaf.main.lock.SimpleFileLock lock
INFO: Trying to lock /home/nktoan/share/device-mgmt/package/apache-karaf-4.2.8/lock
May 14, 2020 9:00:29 AM org.apache.karaf.main.lock.SimpleFileLock lock
INFO: Lock acquired
May 14, 2020 9:00:29 AM org.apache.karaf.main.Main$KarafLockCallback lockAcquired
INFO: Lock acquired. Setting startlevel to 100
2020-05-14T09:00:30,696 | INFO  | CM Configuration Updater (Update: pid=org.ops4j.pax.logging) | EventAdminConfigurationNotifier  | 7 - org.ops4j.pax.logging.pax-logging-log4j2 - 1.11.4 | Sending Event Admin notification (configuration successful) to org/ops4j/pax/logging/Configuration
2020-05-14T09:00:36,677 | INFO  | features-3-thread-1 | CommandExtension                 | 34 - org.apache.karaf.shell.core - 4.2.8 | Registering commands for bundle org.apache.karaf.package.core/4.2.8
2020-05-14T09:00:36,678 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |   org.apache.karaf.log.core/4.2.8
2020-05-14T09:00:36,719 | INFO  | features-3-thread-1 | CommandExtension                 | 34 - org.apache.karaf.shell.core - 4.2.8 | Registering commands for bundle org.apache.karaf.log.core/4.2.8
2020-05-14T09:00:36,728 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |   org.apache.karaf.shell.ssh/4.2.8
2020-05-14T09:00:36,899 | INFO  | features-3-thread-1 | CommandExtension                 | 34 - org.apache.karaf.shell.core - 4.2.8 | Command registration delayed for bundle org.apache.karaf.shell.ssh/4.2.8. Missing service: [org.apache.sshd.server.SshServer]
2020-05-14T09:00:36,901 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |   org.apache.karaf.bundle.core/4.2.8
2020-05-14T09:00:36,996 | INFO  | features-3-thread-1 | CommandExtension                 | 34 - org.apache.karaf.shell.core - 4.2.8 | Registering commands for bundle org.apache.karaf.bundle.core/4.2.8
2020-05-14T09:00:37,003 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |   org.apache.karaf.config.core/4.2.8
2020-05-14T09:00:37,233 | INFO  | features-3-thread-1 | CommandExtension                 | 34 - org.apache.karaf.shell.core - 4.2.8 | Registering commands for bundle org.apache.karaf.config.core/4.2.8
2020-05-14T09:00:37,309 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |   org.apache.karaf.service.core/4.2.8
2020-05-14T09:00:37,335 | INFO  | features-3-thread-1 | CommandExtension                 | 34 - org.apache.karaf.shell.core - 4.2.8 | Registering commands for bundle org.apache.karaf.service.core/4.2.8
2020-05-14T09:00:37,338 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |   org.apache.karaf.event/4.2.8
2020-05-14T09:00:37,351 | INFO  | activator-1-thread-1 | CommandExtension                 | 34 - org.apache.karaf.shell.core - 4.2.8 | Registering commands for bundle org.apache.karaf.shell.ssh/4.2.8
2020-05-14T09:00:37,364 | INFO  | features-3-thread-1 | CommandExtension                 | 34 - org.apache.karaf.shell.core - 4.2.8 | Registering commands for bundle org.apache.karaf.event/4.2.8
2020-05-14T09:00:37,383 | INFO  | features-3-thread-1 | Activator                        | 18 - org.apache.karaf.deployer.features - 4.2.8 | Deployment finished. Registering FeatureDeploymentListener
2020-05-14T09:00:37,824 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 | Done.
2020-05-14T09:00:50,534 | WARN  | pipe-feature:install device-mgmt-rest | LocationPattern                  | 11 - org.apache.karaf.features.core - 4.2.8 | Matched URI can't use version ranges: mvn:org.apache.karaf.features/standard/[4,5)/xml/features
2020-05-14T09:00:50,536 | WARN  | pipe-feature:install device-mgmt-rest | LocationPattern                  | 11 - org.apache.karaf.features.core - 4.2.8 | Matched URI can't use version ranges: mvn:org.apache.karaf.features/standard/[4,5)/xml/features
2020-05-14T09:00:50,537 | WARN  | pipe-feature:install device-mgmt-rest | LocationPattern                  | 11 - org.apache.karaf.features.core - 4.2.8 | Matched URI can't use version ranges: mvn:org.apache.karaf.features/standard/[4,5)/xml/features
2020-05-14T09:00:50,538 | WARN  | pipe-feature:install device-mgmt-rest | LocationPattern                  | 11 - org.apache.karaf.features.core - 4.2.8 | Matched URI can't use version ranges: mvn:org.apache.karaf.features/standard/[4,5)/xml/features
2020-05-14T09:00:50,538 | WARN  | pipe-feature:install device-mgmt-rest | LocationPattern                  | 11 - org.apache.karaf.features.core - 4.2.8 | Matched URI can't use version ranges: mvn:org.apache.karaf.features/standard/[4,5)/xml/features
2020-05-14T09:00:50,539 | WARN  | pipe-feature:install device-mgmt-rest | LocationPattern                  | 11 - org.apache.karaf.features.core - 4.2.8 | Matched URI can't use version ranges: mvn:org.apache.karaf.features/standard/[4,5)/xml/features
2020-05-14T09:00:50,563 | WARN  | pipe-feature:install device-mgmt-rest | LocationPattern                  | 11 - org.apache.karaf.features.core - 4.2.8 | Matched URI can't use version ranges: mvn:org.apache.karaf.features/standard/[4,5)/xml/features
2020-05-14T09:00:50,564 | WARN  | pipe-feature:install device-mgmt-rest | LocationPattern                  | 11 - org.apache.karaf.features.core - 4.2.8 | Matched URI can't use version ranges: mvn:org.apache.karaf.features/standard/[4,5)/xml/features
2020-05-14T09:00:50,565 | WARN  | pipe-feature:install device-mgmt-rest | LocationPattern                  | 11 - org.apache.karaf.features.core - 4.2.8 | Matched URI can't use version ranges: mvn:org.apache.karaf.features/standard/[4,5)/xml/features
2020-05-14T09:00:50,570 | WARN  | pipe-feature:install device-mgmt-rest | LocationPattern                  | 11 - org.apache.karaf.features.core - 4.2.8 | Matched URI can't use version ranges: mvn:org.apache.karaf.features/standard/[4,5)/xml/features
2020-05-14T09:00:50,573 | WARN  | pipe-feature:install device-mgmt-rest | LocationPattern                  | 11 - org.apache.karaf.features.core - 4.2.8 | Matched URI can't use version ranges: mvn:org.apache.karaf.features/standard/[4,5)/xml/features
2020-05-14T09:00:50,575 | WARN  | pipe-feature:install device-mgmt-rest | LocationPattern                  | 11 - org.apache.karaf.features.core - 4.2.8 | Matched URI can't use version ranges: mvn:org.apache.karaf.features/standard/[4,5)/xml/features
2020-05-14T09:00:50,580 | INFO  | pipe-feature:install device-mgmt-rest | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 | Adding features: device-mgmt-rest/[1.0.0.SNAPSHOT,1.0.0.SNAPSHOT]
2020-05-14T09:00:51,023 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 | Changes to perform:
2020-05-14T09:00:51,024 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |   Region: root
2020-05-14T09:00:51,025 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |     Bundles to install:
2020-05-14T09:00:51,026 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |       mvn:org.apache.geronimo.specs/geronimo-jta_1.1_spec/1.1.1
2020-05-14T09:00:51,026 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |       mvn:org.apache.servicemix.bundles/org.apache.servicemix.bundles.jasypt/1.9.3_1
2020-05-14T09:00:51,027 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |       mvn:org.ops4j.pax.jdbc/pax-jdbc/1.4.4
2020-05-14T09:00:51,027 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |       mvn:org.ops4j.pax.jdbc/pax-jdbc-config/1.4.4
2020-05-14T09:00:51,028 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |       mvn:org.ops4j.pax.jdbc/pax-jdbc-pool-common/1.4.4
2020-05-14T09:00:51,028 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |       mvn:org.osgi/org.osgi.service.jdbc/1.0.0
2020-05-14T09:00:51,029 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 | Installing bundles:
2020-05-14T09:00:51,030 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |   mvn:org.apache.geronimo.specs/geronimo-jta_1.1_spec/1.1.1
2020-05-14T09:00:51,038 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |   mvn:org.apache.servicemix.bundles/org.apache.servicemix.bundles.jasypt/1.9.3_1
2020-05-14T09:00:51,049 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |   mvn:org.ops4j.pax.jdbc/pax-jdbc/1.4.4
2020-05-14T09:00:51,060 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |   mvn:org.ops4j.pax.jdbc/pax-jdbc-config/1.4.4
2020-05-14T09:00:51,078 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |   mvn:org.ops4j.pax.jdbc/pax-jdbc-pool-common/1.4.4
2020-05-14T09:00:51,085 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |   mvn:org.osgi/org.osgi.service.jdbc/1.0.0
2020-05-14T09:00:51,158 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 | Starting bundles:
2020-05-14T09:00:51,159 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |   org.apache.geronimo.specs.geronimo-jta_1.1_spec/1.1.1
2020-05-14T09:00:51,163 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |   org.osgi.service.jdbc/1.0.0.201505202023
2020-05-14T09:00:51,165 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |   org.ops4j.pax.jdbc.pool.common/1.4.4
2020-05-14T09:00:51,169 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |   org.apache.servicemix.bundles.jasypt/1.9.3.1
2020-05-14T09:00:51,171 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |   org.ops4j.pax.jdbc.config/1.4.4
2020-05-14T09:00:51,199 | INFO  | features-3-thread-1 | ServiceTrackerHelper             | 47 - org.ops4j.pax.jdbc.config - 1.4.4 | Obtained service dependency: (objectClass=org.ops4j.pax.jdbc.config.ConfigLoader)
2020-05-14T09:00:51,201 | INFO  | features-3-thread-1 | ServiceTrackerHelper             | 47 - org.ops4j.pax.jdbc.config - 1.4.4 | Waiting for service dependency: (objectClass=org.ops4j.pax.jdbc.config.ConfigLoader)
2020-05-14T09:00:51,229 | INFO  | features-3-thread-1 | ServiceTrackerHelper             | 47 - org.ops4j.pax.jdbc.config - 1.4.4 | Waiting for service dependency: (&(pool=*)(!(pax.jdbc.managed=true))(|(objectClass=javax.sql.DataSource)(objectClass=javax.sql.XADataSource)))
2020-05-14T09:00:51,231 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |   org.ops4j.pax.jdbc/1.4.4
2020-05-14T09:00:51,243 | INFO  | CM Configuration Updater (ManagedServiceFactory Update: factoryPid=[org.ops4j.datasource]) | ServiceTrackerHelper             | 47 - org.ops4j.pax.jdbc.config - 1.4.4 | Waiting for service dependency: (&(objectClass=org.ops4j.pax.jdbc.pool.common.PooledDataSourceFactory)(pool=dbcp2)(xa=true))
2020-05-14T09:00:51,270 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 | Done.
2020-05-14T09:00:58,558 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 | Changes to perform:
2020-05-14T09:00:58,561 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |   Region: root
2020-05-14T09:00:58,562 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |     Bundles to uninstall:
2020-05-14T09:00:58,562 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |       org.apache.geronimo.specs.geronimo-jta_1.1_spec/1.1.1
2020-05-14T09:00:58,562 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |     Bundles to install:
2020-05-14T09:00:58,563 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |       mvn:com.fasterxml/classmate/1.3.4
2020-05-14T09:00:58,563 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |       mvn:com.fasterxml.jackson.core/jackson-annotations/2.10.1
2020-05-14T09:00:58,564 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |       mvn:com.fasterxml.jackson.core/jackson-core/2.10.1
2020-05-14T09:00:58,564 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |       mvn:com.fasterxml.jackson.core/jackson-databind/2.10.1
2020-05-14T09:00:58,564 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |       mvn:com.fasterxml.jackson.dataformat/jackson-dataformat-yaml/2.10.1
2020-05-14T09:00:58,565 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |       mvn:com.fasterxml.jackson.jaxrs/jackson-jaxrs-base/2.10.1
2020-05-14T09:00:58,565 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |       mvn:com.fasterxml.jackson.jaxrs/jackson-jaxrs-json-provider/2.10.1
2020-05-14T09:00:58,566 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |       mvn:com.fasterxml.woodstox/woodstox-core/5.0.3
2020-05-14T09:00:58,566 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |       mvn:com.google.guava/guava/20.0
2020-05-14T09:00:58,566 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |       mvn:com.sun.activation/javax.activation/1.2.0
2020-05-14T09:00:58,567 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |       mvn:com.sun.istack/istack-commons-runtime/3.0.7
2020-05-14T09:00:58,567 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |       mvn:com.tma.apa.training.device.management/device-mgmt-api/1.0-SNAPSHOT
2020-05-14T09:00:58,567 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |       mvn:com.tma.apa.training.device.management/device-mgmt-impl/1.0-SNAPSHOT
2020-05-14T09:00:58,568 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |       mvn:com.tma.apa.training.device.management/device-mgmt-rest/1.0-SNAPSHOT
2020-05-14T09:00:58,568 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |       mvn:io.dropwizard.metrics/metrics-core/3.2.6
2020-05-14T09:00:58,569 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |       mvn:org.javassist/javassist/3.24.0-GA
2020-05-14T09:00:58,569 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |       mvn:javax.el/javax.el-api/3.0.0
2020-05-14T09:00:58,569 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |       mvn:javax.enterprise/cdi-api/1.2
2020-05-14T09:00:58,570 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |       mvn:javax.interceptor/javax.interceptor-api/1.2
2020-05-14T09:00:58,570 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |       mvn:javax.mail/mail/1.4.7
2020-05-14T09:00:58,570 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |       mvn:javax.persistence/javax.persistence-api/2.2
2020-05-14T09:00:58,571 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |       mvn:javax.servlet/javax.servlet-api/3.1.0
2020-05-14T09:00:58,571 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |       mvn:javax.transaction/javax.transaction-api/1.2
2020-05-14T09:00:58,571 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |       mvn:javax.websocket/javax.websocket-api/1.1
2020-05-14T09:00:58,572 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |       mvn:joda-time/joda-time/2.9.4
2020-05-14T09:00:58,572 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |       wrap:mvn:org.apache.kafka/kafka-clients/1.1.0$Bundle-SymbolicName=kafka-client&Bundle-Version=1.1.0
2020-05-14T09:00:58,572 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |       mvn:net.bytebuddy/byte-buddy/1.9.10
2020-05-14T09:00:58,573 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |       mvn:net.sf.ehcache/ehcache/2.10.6
2020-05-14T09:00:58,573 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |       mvn:org.apache.aries.blueprint/org.apache.aries.blueprint.api/1.0.1
2020-05-14T09:00:58,573 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |       mvn:org.apache.aries.blueprint/org.apache.aries.blueprint.cm/1.3.1
2020-05-14T09:00:58,574 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |       mvn:org.apache.aries.blueprint/org.apache.aries.blueprint.core/1.10.2
2020-05-14T09:00:58,574 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |       mvn:org.apache.aries.blueprint/org.apache.aries.blueprint.core.compatibility/1.0.0
2020-05-14T09:00:58,575 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |       mvn:org.apache.aries.jmx/org.apache.aries.jmx.blueprint.api/1.2.0
2020-05-14T09:00:58,575 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |       mvn:org.apache.aries.jmx/org.apache.aries.jmx.blueprint.core/1.2.0
2020-05-14T09:00:58,576 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |       mvn:org.apache.aries.jndi/org.apache.aries.jndi.api/1.1.0
